symbol,market,scan_ts,total_score,early_score,confidence,price,change_pct,feat1,feat2,feat3,feat4,outcome_pct,outcome_label,labeled_ts
BTCUSDT,crypto,1762214400,52.94,30.0,0.662,101450.3,-4.781,0.0,2.054,1.0,0.0,3.174,1,1779002485
BTCUSDT,crypto,1762300800,58.8,25.8,0.735,103837.0,2.353,0.0,1.16,1.0,0.0,2.051,0,1779002485
BTCUSDT,crypto,1762387200,47.74,25.06,0.597,101305.6,-2.438,0.0,1.012,1.0,0.0,1.678,0,1779002485
BTCUSDT,crypto,1762473600,58.29,25.92,0.729,103305.2,1.974,0.0,1.184,1.0,0.0,-1.645,0,1779002485
BTCUSDT,crypto,1762560000,45.43,22.47,0.568,102269.3,-1.003,0.0,0.493,1.0,0.0,-2.557,0,1779002485
BTCUSDT,crypto,1762646400,53.74,23.27,0.672,104670.6,2.348,0.0,0.655,1.0,0.0,-9.674,-1,1779002485
BTCUSDT,crypto,1762732800,53.65,24.34,0.671,105966.3,1.238,0.0,0.868,1.0,0.0,-9.82,-1,1779002485
BTCUSDT,crypto,1762819200,46.9,25.0,0.586,103005.8,-2.794,0.0,0.999,1.0,0.0,-8.528,-1,1779002485
BTCUSDT,crypto,1762905600,50.59,25.41,0.632,101605.8,-1.359,0.0,1.081,1.0,0.0,-9.287,-1,1779002485
BTCUSDT,crypto,1762992000,56.7,29.02,0.709,99654.3,-1.921,0.0,1.804,1.0,0.0,-6.761,-1,1779002485
BTCUSDT,crypto,1763078400,52.25,30.0,0.653,94544.9,-5.127,0.0,2.093,1.0,0.0,-3.211,-1,1779002485
BTCUSDT,crypto,1763164800,50.69,23.02,0.634,95560.3,1.074,0.0,0.605,1.0,0.0,-9.375,-1,1779002485
BTCUSDT,crypto,1763251200,48.82,24.56,0.61,94221.7,-1.401,0.0,0.912,1.0,0.0,-9.688,-1,1779002485
BTCUSDT,crypto,1763337600,51.85,26.85,0.648,92169.7,-2.178,0.0,1.37,1.0,0.0,-8.116,-1,1779002485
BTCUSDT,crypto,1763424000,59.29,27.58,0.741,92916.9,0.811,0.0,1.517,1.0,0.0,-6.575,-1,1779002485
BTCUSDT,crypto,1763510400,53.91,27.22,0.674,91508.9,-1.515,0.0,1.444,1.0,0.0,-3.564,-1,1779002485
BTCUSDT,crypto,1763596800,49.29,28.76,0.616,86601.3,-5.363,0.0,1.751,1.0,0.0,0.835,0,1779002485
BTCUSDT,crypto,1763683200,59.02,30.0,0.738,85093.5,-1.741,0.0,2.741,1.0,0.0,6.281,1,1779002485
BTCUSDT,crypto,1763769600,46.66,22.55,0.583,84689.4,-0.475,0.0,0.51,1.0,0.0,7.796,1,1779002485
BTCUSDT,crypto,1763856000,54.96,23.73,0.687,86807.7,2.501,0.0,0.746,1.0,0.0,4.654,1,1779002485
BTCUSDT,crypto,1763942400,57.26,25.72,0.716,88247.1,1.658,0.0,1.145,1.0,0.0,2.853,0,1779002485
BTCUSDT,crypto,1764028800,48.68,24.14,0.609,87324.1,-1.046,0.0,0.827,1.0,0.0,3.431,1,1779002485
BTCUSDT,crypto,1764115200,57.64,23.59,0.721,90438.1,3.566,0.0,0.884,0.958,0.0,-4.64,-1,1779002485
BTCUSDT,crypto,1764201600,47.48,19.95,0.594,91292.2,0.944,0.0,0.629,0.84,0.0,-0.047,0,1779002485
BTCUSDT,crypto,1764288000,45.16,19.51,0.564,90847.8,-0.487,0.0,0.825,0.769,0.0,2.784,0,1779002485
BTCUSDT,crypto,1764374400,38.63,14.82,0.483,90765.0,-0.091,0.0,0.298,0.667,0.0,1.399,0,1779002485
BTCUSDT,crypto,1764460800,36.62,13.27,0.458,90320.6,-0.49,0.0,0.367,0.571,0.0,-1.143,0,1779002485
BTCUSDT,crypto,1764547200,39.17,17.33,0.49,86241.6,-4.516,0.0,1.674,0.448,0.0,3.427,1,1779002485
BTCUSDT,crypto,1764633600,53.74,13.48,0.672,91249.1,5.806,0.0,1.229,0.367,0.0,-0.99,0,1779002485
BTCUSDT,crypto,1764720000,41.63,9.17,0.52,93376.7,2.332,0.0,1.06,0.194,0.0,-2.962,0,1779002485
BTCUSDT,crypto,1764806400,30.01,6.48,0.375,92034.7,-1.437,0.0,0.78,0.129,0.0,0.656,0,1779002485
BTCUSDT,crypto,1764892800,27.71,6.23,0.346,89288.5,-2.984,0.0,0.989,0.065,0.0,3.012,1,1779002485
BTCUSDT,crypto,1764979200,26.0,2.18,0.325,89197.1,-0.102,0.0,0.306,0.032,0.0,3.678,1,1779002485
BTCUSDT,crypto,1765065600,32.85,4.21,0.411,90345.4,1.287,0.0,0.713,0.032,0.0,-0.128,0,1779002485
BTCUSDT,crypto,1765152000,32.3,4.93,0.404,90610.8,0.294,0.0,0.857,0.032,0.0,-0.463,0,1779002485
BTCUSDT,crypto,1765238400,38.73,6.52,0.484,92638.4,2.238,0.0,1.046,0.065,0.0,-4.879,-1,1779002485
BTCUSDT,crypto,1765324800,31.71,5.96,0.396,91977.5,-0.713,0.0,0.935,0.065,0.0,-6.075,-1,1779002485
BTCUSDT,crypto,1765411200,35.76,6.41,0.447,92477.5,0.544,0.0,1.152,0.032,0.0,-5.03,-1,1779002485
BTCUSDT,crypto,1765497600,27.76,5.38,0.347,90229.6,-2.431,0.0,0.947,0.032,0.0,-4.464,-1,1779002485
BTCUSDT,crypto,1765584000,25.39,1.81,0.317,90191.3,-0.042,0.0,0.233,0.032,0.0,-5.235,-1,1779002485
BTCUSDT,crypto,1765670400,25.32,4.35,0.317,88118.8,-2.298,0.0,0.613,0.065,0.0,-0.021,0,1779002485
BTCUSDT,crypto,1765756800,33.96,8.66,0.425,86389.9,-1.962,0.0,1.345,0.097,0.0,2.235,0,1779002485
BTCUSDT,crypto,1765843200,38.75,8.08,0.484,87826.3,1.663,0.0,0.97,0.161,0.0,0.905,0,1779002485
BTCUSDT,crypto,1765929600,36.99,11.03,0.462,86201.6,-1.85,0.0,1.431,0.194,0.0,2.761,0,1779002485
BTCUSDT,crypto,1766016000,41.22,12.79,0.515,85469.7,-0.849,0.0,1.525,0.258,0.0,2.332,0,1779002485
BTCUSDT,crypto,1766102400,45.99,11.57,0.575,88100.0,3.077,0.0,1.153,0.29,0.0,-0.537,0,1779002485
BTCUSDT,crypto,1766188800,31.69,7.57,0.396,88320.8,0.251,0.0,0.224,0.323,0.0,-1.288,0,1779002485
BTCUSDT,crypto,1766275200,31.94,6.64,0.399,88621.3,0.34,0.0,0.424,0.226,0.0,-1.47,0,1779002485
BTCUSDT,crypto,1766361600,37.39,9.75,0.467,88581.5,-0.045,0.0,1.046,0.226,0.0,-0.849,0,1779002485
BTCUSDT,crypto,1766448000,33.11,8.51,0.414,87463.0,-1.263,0.0,0.927,0.194,0.0,0.523,0,1779002485
BTCUSDT,crypto,1766534400,32.54,6.77,0.407,87627.3,0.188,0.0,0.579,0.194,0.0,-0.484,0,1779002485
BTCUSDT,crypto,1766620800,30.2,6.62,0.378,87182.8,-0.507,0.0,0.42,0.226,0.0,1.46,0,1779002485
BTCUSDT,crypto,1766707200,39.38,10.86,0.492,87318.2,0.155,0.0,1.141,0.258,0.0,0.332,0,1779002485
BTCUSDT,crypto,1766793600,30.84,6.16,0.385,87829.4,0.585,0.0,0.2,0.258,0.0,1.105,0,1779002485
BTCUSDT,crypto,1766880000,30.07,5.94,0.376,87920.5,0.104,0.0,0.285,0.226,0.0,2.31,0,1779002485
BTCUSDT,crypto,1766966400,37.97,9.52,0.475,87203.3,-0.816,0.0,1.517,0.097,0.0,3.89,1,1779002485
BTCUSDT,crypto,1767052800,36.1,5.69,0.451,88455.3,1.436,0.0,1.008,0.032,0.0,3.439,1,1779002485
BTCUSDT,crypto,1767139200,29.03,4.55,0.363,87608.2,-0.958,0.0,0.78,0.032,0.0,7.093,1,1779002485
BTCUSDT,crypto,1767225600,29.89,2.65,0.374,88800.0,1.36,0.0,0.402,0.032,0.0,5.527,1,1779002485
BTCUSDT,crypto,1767312000,41.18,8.36,0.515,89951.4,1.297,0.0,1.544,0.032,0.0,1.53,0,1779002485
BTCUSDT,crypto,1767398400,31.2,4.92,0.39,90595.8,0.716,0.0,0.468,0.129,0.0,0.512,0,1779002485
BTCUSDT,crypto,1767484800,33.88,6.31,0.423,91497.1,0.995,0.0,0.616,0.161,0.0,-0.977,0,1779002485
BTCUSDT,crypto,1767571200,51.34,15.43,0.642,93822.4,2.541,0.0,1.666,0.355,0.0,-3.574,-1,1779002485
BTCUSDT,crypto,1767657600,51.96,21.63,0.649,93708.0,-0.122,0.0,1.615,0.677,0.0,-2.928,0,1779002485
BTCUSDT,crypto,1767744000,41.35,17.45,0.517,91328.0,-2.54,0.0,1.296,0.548,0.0,-0.083,0,1779002485
BTCUSDT,crypto,1767830400,50.0,20.5,0.625,91059.8,-0.294,0.0,1.519,0.645,0.0,4.739,1,1779002485
BTCUSDT,crypto,1767916800,47.76,19.9,0.597,90603.6,-0.501,0.0,1.271,0.677,0.0,6.958,1,1779002485
BTCUSDT,crypto,1768003200,39.23,15.93,0.49,90469.6,-0.148,0.0,0.218,0.742,0.0,5.635,1,1779002485
BTCUSDT,crypto,1768089600,42.91,17.4,0.536,90964.4,0.547,0.0,0.383,0.774,0.0,4.99,1,1779002485
BTCUSDT,crypto,1768176000,50.42,19.45,0.63,91252.6,0.317,0.0,1.567,0.581,0.0,4.225,1,1779002485
BTCUSDT,crypto,1768262400,68.51,27.84,0.856,95375.2,4.518,0.0,1.827,0.935,0.0,-1.847,0,1779002485
BTCUSDT,crypto,1768348800,61.44,27.87,0.768,96907.9,1.607,0.0,1.573,1.0,0.0,-4.456,-1,1779002485
BTCUSDT,crypto,1768435200,51.97,26.12,0.65,95567.3,-1.383,0.0,1.224,1.0,0.0,-7.51,-1,1779002485
BTCUSDT,crypto,1768521600,50.67,24.15,0.633,95503.7,-0.067,0.0,0.83,1.0,0.0,-6.379,-1,1779002485
BTCUSDT,crypto,1768608000,44.13,20.91,0.552,95107.9,-0.414,0.0,0.31,0.968,0.0,-5.877,-1,1779002485
BTCUSDT,crypto,1768694400,41.76,19.91,0.522,93614.0,-1.571,0.0,0.498,0.871,0.0,-4.332,-1,1779002485
BTCUSDT,crypto,1768780800,46.16,21.31,0.577,92589.6,-1.094,0.0,0.907,0.839,0.0,-3.682,-1,1779002485
BTCUSDT,crypto,1768867200,45.45,24.07,0.568,88390.6,-4.535,0.0,1.589,0.806,0.0,-1.993,0,1779002485
BTCUSDT,crypto,1768953600,56.57,23.3,0.707,89411.4,1.155,0.0,1.692,0.742,0.0,-1.242,0,1779002485
BTCUSDT,crypto,1769040000,45.67,18.88,0.571,89518.5,0.12,0.0,0.809,0.742,0.0,-0.358,0,1779002485
BTCUSDT,crypto,1769126400,48.52,21.03,0.606,89558.7,0.045,0.0,0.98,0.806,0.0,-0.332,0,1779002485
BTCUSDT,crypto,1769212800,40.78,17.95,0.51,89180.7,-0.422,0.0,0.235,0.839,0.0,-5.131,-1,1779002485
BTCUSDT,crypto,1769299200,44.55,22.92,0.557,86628.9,-2.861,0.0,0.971,0.903,0.0,-2.791,0,1779002485
BTCUSDT,crypto,1769385600,57.09,25.37,0.714,88300.6,1.93,0.0,1.073,1.0,0.0,-10.865,-1,1779002485
BTCUSDT,crypto,1769472000,54.14,24.8,0.677,89197.8,1.016,0.0,0.96,1.0,0.0,-13.752,-1,1779002485
BTCUSDT,crypto,1769558400,52.86,25.11,0.661,89261.7,0.072,0.0,1.022,1.0,0.0,-11.841,-1,1779002485
BTCUSDT,crypto,1769644800,51.12,29.53,0.639,84604.7,-5.217,0.0,1.905,1.0,0.0,-10.487,-1,1779002485
BTCUSDT,crypto,1769731200,61.57,30.0,0.77,84211.4,-0.465,0.0,2.066,1.0,0.0,-13.15,-1,1779002485
BTCUSDT,crypto,1769817600,49.43,30.0,0.618,78706.8,-6.537,0.0,2.014,1.0,0.0,-20.124,-1,1779002485
BTCUSDT,crypto,1769904000,50.78,26.39,0.635,76931.5,-2.256,0.0,1.279,1.0,0.0,-8.302,-1,1779002485
BTCUSDT,crypto,1769990400,64.73,28.83,0.809,78692.5,2.289,0.0,1.765,1.0,0.0,-11.994,-1,1779002485
BTCUSDT,crypto,1770076800,54.98,30.0,0.687,75732.4,-3.762,0.0,2.051,1.0,0.0,-7.189,-1,1779002485
BTCUSDT,crypto,1770163200,54.4,29.38,0.68,73137.4,-3.427,0.0,1.875,1.0,0.0,-4.139,-1,1779002485
BTCUSDT,crypto,1770249600,47.5,30.0,0.594,62868.1,-14.041,0.0,4.098,1.0,0.0,9.444,1,1779002485
BTCUSDT,crypto,1770336000,77.5,30.0,0.969,70544.5,12.21,0.0,2.913,1.0,0.0,-4.947,-1,1779002485
BTCUSDT,crypto,1770422400,51.08,26.12,0.638,69254.2,-1.829,0.0,1.223,1.0,0.0,-4.348,-1,1779002485
BTCUSDT,crypto,1770508800,52.62,23.57,0.658,70288.1,1.493,0.0,0.713,1.0,0.0,-2.087,0,1779002485
BTCUSDT,crypto,1770595200,51.63,24.82,0.645,70110.5,-0.253,0.0,0.963,1.0,0.0,-0.449,0,1779002485
BTCUSDT,crypto,1770681600,46.68,23.95,0.584,68805.3,-1.862,0.0,0.79,1.0,0.0,-0.012,0,1779002485
BTCUSDT,crypto,1770768000,48.5,25.54,0.606,67054.4,-2.545,0.0,1.109,1.0,0.0,2.696,0,1779002485
BTCUSDT,crypto,1770854400,48.45,24.18,0.606,66243.1,-1.21,0.0,0.837,1.0,0.0,1.861,0,1779002485
BTCUSDT,crypto,1770940800,56.54,22.48,0.707,68821.5,3.892,0.0,0.754,0.935,0.0,-3.485,-1,1779002485
BTCUSDT,crypto,1771027200,47.32,19.71,0.592,69795.4,1.415,0.0,0.458,0.871,0.0,-4.042,-1,1779002485
BTCUSDT,crypto,1771113600,41.18,18.51,0.515,68796.9,-1.431,0.0,0.605,0.774,0.0,-1.188,0,1779002485
BTCUSDT,crypto,1771200000,41.56,15.89,0.52,68862.5,0.095,0.0,0.597,0.645,0.0,-1.35,0,1779002485
BTCUSDT,crypto,1771286400,36.65,15.22,0.458,67475.9,-2.014,0.0,0.591,0.613,0.0,0.204,0,1779002485
BTCUSDT,crypto,1771372800,36.81,14.2,0.46,66422.8,-1.561,0.0,0.647,0.548,0.0,-2.705,0,1779002485
BTCUSDT,crypto,1771459200,39.08,11.98,0.489,66974.0,0.83,0.0,0.589,0.452,0.0,-4.394,-1,1779002485
BTCUSDT,crypto,1771545600,42.44,12.34,0.531,67979.3,1.501,0.0,0.92,0.387,0.0,-0.039,0,1779002485
BTCUSDT,crypto,1771632000,32.42,8.25,0.405,67933.1,-0.068,0.0,0.361,0.323,0.0,-0.714,0,1779002485
BTCUSDT,crypto,1771718400,30.27,6.94,0.378,67613.5,-0.47,0.0,0.355,0.258,0.0,-2.629,0,1779002485
BTCUSDT,crypto,1771804800,29.64,9.92,0.37,64625.8,-4.419,0.0,1.211,0.194,0.0,3.576,1,1779002485
BTCUSDT,crypto,1771891200,31.76,6.2,0.397,64031.3,-0.92,0.0,0.981,0.065,0.0,2.684,0,1779002485
BTCUSDT,crypto,1771977600,48.76,7.33,0.609,67952.5,6.124,0.0,1.336,0.032,0.0,1.25,0,1779002485
BTCUSDT,crypto,1772064000,30.32,4.98,0.379,67448.2,-0.742,0.0,0.866,0.032,0.0,1.256,0,1779002485
BTCUSDT,crypto,1772150400,30.07,6.82,0.376,65836.0,-2.39,0.0,1.106,0.065,0.0,10.337,1,1779002485
BTCUSDT,crypto,1772236800,40.56,7.68,0.507,66937.1,1.672,0.0,1.407,0.032,0.0,5.853,1,1779002485
BTCUSDT,crypto,1772323200,31.25,6.47,0.391,65750.0,-1.773,0.0,1.165,0.032,0.0,3.548,1,1779002485
BTCUSDT,crypto,1772409600,47.19,8.03,0.59,68801.8,4.642,0.0,1.477,0.032,0.0,-2.281,0,1779002485
BTCUSDT,crypto,1772496000,36.34,8.62,0.454,68295.3,-0.736,0.0,1.337,0.097,0.0,-3.457,-1,1779002485
BTCUSDT,crypto,1772582400,58.94,14.43,0.737,72641.4,6.364,0.0,1.855,0.258,0.0,-5.847,-1,1779002485
BTCUSDT,crypto,1772668800,34.67,11.45,0.433,70854.8,-2.459,0.0,1.128,0.29,0.0,-1.345,0,1779002485
BTCUSDT,crypto,1772755200,31.02,11.07,0.388,68083.0,-3.912,0.0,1.053,0.29,0.0,3.036,1,1779002485
BTCUSDT,crypto,1772841600,30.36,8.08,0.38,67232.1,-1.25,0.0,0.456,0.29,0.0,4.831,1,1779002485
BTCUSDT,crypto,1772928000,32.7,10.26,0.409,65934.3,-1.93,0.0,0.761,0.323,0.0,7.524,1,1779002485
BTCUSDT,crypto,1773014400,49.27,13.53,0.616,68394.1,3.731,0.0,1.157,0.387,0.0,4.065,1,1779002485
BTCUSDT,crypto,1773100800,48.63,15.38,0.608,69901.9,2.205,0.0,1.269,0.452,0.0,4.116,1,1779002485
BTCUSDT,crypto,1773187200,42.3,14.24,0.529,70150.0,0.355,-5.8e-05,0.912,0.484,0.0,6.695,1,1779002485
BTCUSDT,crypto,1773273600,43.38,15.27,0.542,70480.1,0.471,-7.4e-05,0.86,0.548,0.0,4.813,1,1779002485
BTCUSDT,crypto,1773360000,49.94,19.24,0.624,70895.5,0.589,-6e-06,1.397,0.613,0.0,0.434,0,1779002485
BTCUSDT,crypto,1773446400,39.95,14.66,0.499,71174.4,0.393,-4.9e-05,0.351,0.645,0.0,-1.808,0,1779002485
BTCUSDT,crypto,1773532800,46.04,16.35,0.575,72778.9,2.254,2.7e-05,0.561,0.677,0.0,-3.169,-1,1779002485
BTCUSDT,crypto,1773619200,54.63,20.37,0.683,74846.4,2.841,2e-05,1.235,0.71,0.0,-7.97,-1,1779002485
BTCUSDT,crypto,1773705600,45.36,20.44,0.567,73872.4,-1.301,-1.3e-05,0.992,0.774,0.0,-8.179,-1,1779002485
BTCUSDT,crypto,1773792000,40.49,20.09,0.506,71202.9,-3.614,2.4e-05,1.05,0.742,0.0,-0.473,0,1779002485
BTCUSDT,crypto,1773878400,42.95,19.2,0.537,69887.4,-1.848,1.2e-05,1.001,0.71,0.0,0.911,0,1779002485
BTCUSDT,crypto,1773964800,45.59,17.15,0.57,70472.7,0.837,-2e-06,0.85,0.645,0.0,1.17,0,1779002485
BTCUSDT,crypto,1774051200,32.33,12.69,0.404,68881.5,-2.258,1.1e-05,0.344,0.548,0.0,-0.136,0,1779002485
BTCUSDT,crypto,1774137600,38.52,15.5,0.482,67830.6,-1.526,-6.8e-05,0.648,0.613,0.0,-2.162,0,1779002485
BTCUSDT,crypto,1774224000,57.52,18.85,0.719,70865.9,4.475,2e-06,1.447,0.581,0.0,-6.394,-1,1779002485
BTCUSDT,crypto,1774310400,41.38,15.16,0.517,70523.9,-0.483,3.1e-05,0.967,0.516,0.0,-6.446,-1,1779002485
BTCUSDT,crypto,1774396800,43.97,15.24,0.55,71297.5,1.097,4.7e-05,0.855,0.548,0.0,-6.358,-1,1779002485
BTCUSDT,crypto,1774483200,34.96,14.54,0.437,68788.0,-3.52,-2.1e-05,0.972,0.484,0.0,-0.794,0,1779002485
BTCUSDT,crypto,1774569600,39.15,17.83,0.489,66364.2,-3.524,-5.8e-05,1.115,0.613,0.0,2.595,0,1779002485
BTCUSDT,crypto,1774656000,38.58,13.89,0.482,66334.8,-0.044,-2e-06,0.455,0.581,0.0,0.805,0,1779002485
BTCUSDT,crypto,1774742400,42.49,18.34,0.531,65977.9,-0.538,2.7e-05,0.571,0.774,0.0,1.443,0,1779002485
BTCUSDT,crypto,1774828800,52.28,22.43,0.654,66764.4,1.192,8e-06,1.002,0.871,0.0,0.759,0,1779002485
BTCUSDT,crypto,1774915200,57.8,24.08,0.722,68241.5,2.212,-2.8e-05,1.331,0.871,0.0,1.108,0,1779002485
BTCUSDT,crypto,1775001600,47.93,21.67,0.599,68086.5,-0.227,6e-06,0.849,0.871,0.0,1.074,0,1779002485
BTCUSDT,crypto,1775088000,48.26,23.84,0.603,66868.5,-1.789,-7.4e-05,1.025,0.935,0.0,7.51,1,1779002485
BTCUSDT,crypto,1775174400,45.83,20.94,0.573,66930.0,0.092,4e-06,0.445,0.935,0.0,6.138,1,1779002485
BTCUSDT,crypto,1775260800,43.71,18.84,0.546,67271.0,0.509,1.7e-05,0.285,0.871,0.0,6.659,1,1779002485
BTCUSDT,crypto,1775347200,39.37,8.82,0.492,68997.9,2.567,1.9e-05,0.602,0.29,0.0,5.681,1,1779002485
BTCUSDT,crypto,1775433600,32.64,5.66,0.408,68817.9,-0.261,4e-06,1.004,0.032,0.0,6.097,1,1779002485
BTCUSDT,crypto,1775520000,46.59,8.41,0.582,71890.2,4.464,7.4e-05,1.424,0.065,0.0,-1.64,0,1779002485
BTCUSDT,crypto,1775606400,33.06,7.53,0.413,71038.1,-1.185,4e-05,1.119,0.097,0.0,4.711,1,1779002485
BTCUSDT,crypto,1775692800,38.03,8.0,0.475,71750.4,1.003,-2e-05,1.085,0.129,0.0,3.284,1,1779002485
BTCUSDT,crypto,1775779200,43.3,12.59,0.541,72917.4,1.626,-2.2e-05,0.969,0.387,0.0,2.549,0,1779002485
BTCUSDT,crypto,1775865600,39.55,14.03,0.494,73013.4,0.132,-6.8e-05,0.484,0.581,0.0,2.867,0,1779002485
BTCUSDT,crypto,1775952000,35.45,15.1,0.443,70711.1,-3.153,-3e-06,0.827,0.548,0.0,8.937,1,1779002485
BTCUSDT,crypto,1776038400,64.96,24.93,0.812,74385.0,5.196,-5.4e-05,1.373,0.903,0.0,1.706,0,1779002485
BTCUSDT,crypto,1776124800,53.76,25.88,0.672,74106.9,-0.374,-5.2e-05,1.175,1.0,0.0,-0.47,0,1779002485
BTCUSDT,crypto,1776211200,53.02,24.18,0.663,74776.2,0.903,-7.2e-05,0.836,1.0,0.0,1.356,0,1779002485
BTCUSDT,crypto,1776297600,53.78,25.14,0.672,75106.8,0.442,-2.2e-05,1.028,1.0,0.0,1.573,0,1779002485
BTCUSDT,crypto,1776384000,63.98,27.91,0.8,77030.6,2.561,-0.000108,1.582,1.0,0.0,1.44,0,1779002485
BTCUSDT,crypto,1776470400,45.18,22.69,0.565,75653.8,-1.787,-4.6e-05,0.667,0.968,0.0,3.388,1,1779002485
BTCUSDT,crypto,1776556800,44.3,22.13,0.554,73758.4,-2.505,-0.000123,0.813,0.903,-0.080156,4.931,1,1779002485
BTCUSDT,crypto,1776643200,57.53,24.04,0.719,75790.1,2.755,-2.7e-05,1.067,0.935,-0.026097,2.368,0,1779002485
BTCUSDT,crypto,1776729600,52.94,23.49,0.662,76288.2,0.657,-4.2e-05,1.085,0.903,-0.025553,3.048,1,1779002485
BTCUSDT,crypto,1776816000,56.07,22.41,0.701,78139.8,2.427,-7e-06,1.255,0.806,0.017012,-1.035,0,1779002485
BTCUSDT,crypto,1776902400,49.19,20.5,0.615,78216.8,0.099,-6.7e-05,1.132,0.742,0.095225,-2.453,0,1779002485
BTCUSDT,crypto,1776988800,42.24,17.62,0.528,77395.4,-1.05,-3.2e-05,0.814,0.677,-0.045354,-2.126,0,1779002485
BTCUSDT,crypto,1777075200,36.49,11.77,0.456,77585.0,0.245,-5.7e-05,0.29,0.516,-0.030067,-1.649,0,1779002485
BTCUSDT,crypto,1777161600,36.65,8.98,0.458,78613.5,1.326,2e-06,0.506,0.323,-0.002848,-0.536,0,1779002485
BTCUSDT,crypto,1777248000,35.69,10.67,0.446,77331.2,-1.631,-5.7e-05,1.101,0.258,0.003258,1.709,0,1779002485
BTCUSDT,crypto,1777334400,29.7,6.68,0.371,76298.1,-1.336,5.2e-05,0.691,0.161,0.013985,2.924,0,1779002485
BTCUSDT,crypto,1777420800,36.2,8.95,0.453,75749.9,-0.718,3.6e-05,1.274,0.129,0.000809,5.381,1,1779002485
BTCUSDT,crypto,1777507200,32.19,4.68,0.402,76305.4,0.733,-2.9e-05,0.679,0.065,-0.021936,5.971,1,1779002485
BTCUSDT,crypto,1777593600,38.86,5.95,0.486,78192.0,2.472,-3.1e-05,1.061,0.032,-0.001817,4.09,1,1779002485
BTCUSDT,crypto,1777680000,27.93,2.39,0.349,78652.9,0.589,-2.5e-05,0.348,0.032,0.089612,1.674,0,1779002485
BTCUSDT,crypto,1777766400,27.81,3.15,0.348,78529.0,-0.158,7e-06,0.502,0.032,-0.017098,2.071,0,1779002485
BTCUSDT,crypto,1777852800,47.9,11.94,0.599,79826.1,1.652,-3.2e-05,2.057,0.097,0.012738,1.012,0,1779002485
BTCUSDT,crypto,1777939200,40.17,8.62,0.502,80861.9,1.298,-8.2e-05,1.208,0.129,0.05122,1.627,0,1779002485
BTCUSDT,crypto,1778025600,38.25,8.74,0.478,81390.1,0.653,-3.8e-05,1.103,0.161,0.041999,0.38,0,1779002485
BTCUSDT,crypto,1778112000,32.42,8.57,0.405,79969.4,-1.746,-3e-05,0.939,0.194,-0.06068,0.615,0,1779002485
BTCUSDT,crypto,1778198400,35.28,8.38,0.441,80155.2,0.232,-1.5e-05,0.772,0.226,-0.023286,-1.082,0,1779002485
BTCUSDT,crypto,1778284800,30.79,5.25,0.385,80634.0,0.597,3.6e-05,0.405,0.161,-0.02944,0.515,0,1779002485
BTCUSDT,crypto,1778371200,36.97,7.4,0.462,82177.7,1.914,5.8e-05,0.705,0.194,-0.00611,-3.777,-1,1779002485
BTCUSDT,crypto,1778457600,34.93,9.17,0.437,81699.1,-0.582,4.6e-05,0.931,0.226,0.002435,-4.4,-1,1779002485
BTCUSDT,crypto,1778544000,34.4,10.51,0.43,80461.0,-1.515,5.8e-05,0.941,0.29,0.00056,-3.025,-1,1779002485
ETHUSDT,crypto,1762214400,47.5,30.0,0.594,3285.28,-8.797,0.0,2.607,1.0,0.0,9.011,1,1779002486
ETHUSDT,crypto,1762300800,63.57,26.34,0.795,3423.06,4.194,0.0,1.268,1.0,0.0,4.187,1,1779002486
ETHUSDT,crypto,1762387200,47.43,25.66,0.593,3313.7,-3.195,0.0,1.132,1.0,0.0,3.097,1,1779002486
ETHUSDT,crypto,1762473600,61.52,25.87,0.769,3434.36,3.641,0.0,1.174,1.0,0.0,-0.609,0,1779002486
ETHUSDT,crypto,1762560000,46.53,23.01,0.582,3400.07,-0.998,0.0,0.603,1.0,0.0,-4.998,-1,1779002486
ETHUSDT,crypto,1762646400,57.7,20.84,0.721,3581.31,5.33,0.0,0.74,0.857,0.0,-13.127,-1,1779002486
ETHUSDT,crypto,1762732800,50.26,24.29,0.628,3566.38,-0.417,0.0,0.859,1.0,0.0,-11.211,-1,1779002486
ETHUSDT,crypto,1762819200,44.75,25.33,0.559,3416.32,-4.208,0.0,1.067,1.0,0.0,-9.433,-1,1779002486
ETHUSDT,crypto,1762905600,53.95,25.81,0.674,3413.46,-0.084,0.0,1.162,1.0,0.0,-11.232,-1,1779002486
ETHUSDT,crypto,1762992000,49.95,29.09,0.624,3230.12,-5.371,0.0,1.819,1.0,0.0,-3.341,-1,1779002486
ETHUSDT,crypto,1763078400,53.29,29.07,0.666,3111.2,-3.682,0.0,1.815,1.0,0.0,-2.8,0,1779002486
ETHUSDT,crypto,1763164800,49.48,20.94,0.618,3166.55,1.779,0.0,0.496,0.923,0.0,-10.534,-1,1779002486
ETHUSDT,crypto,1763251200,46.6,22.91,0.582,3094.05,-2.29,0.0,1.153,0.857,0.0,-10.645,-1,1779002486
ETHUSDT,crypto,1763337600,49.56,24.27,0.62,3030.06,-2.068,0.0,1.386,0.867,0.0,-8.614,-1,1779002486
ETHUSDT,crypto,1763424000,54.85,20.01,0.686,3122.2,3.041,0.0,1.252,0.688,0.0,-10.296,-1,1779002486
ETHUSDT,crypto,1763510400,46.85,22.96,0.586,3024.09,-3.142,0.0,1.534,0.765,0.0,-2.378,0,1779002486
